,trial_id,global_end_of_trial_date,first_version_date,this_version_date,trial_countries,recruitment_countries,trial_start_date,results_type,error
5994,2012-003699-37,11/02/2015,31/03/2016,31/03/2016,"['CZ', 'DE', 'HU', 'PL', 'FI', 'SK']","{'Slovakia': 28, 'Australia': 25, 'Canada': 49, 'Czech Republic': 125, 'Finland': 40, 'Germany': 70, 'Hungary': 72, 'Poland': 49, 'Russian Federation': 65}",23/04/2013,Tabular,
5995,2013-003134-33,27/02/2015,01/05/2018,01/05/2018,"['ES', 'NL']","{'Spain': 3, 'United States': 244, 'France': 5, 'Netherlands': 1}",30/12/2013,Tabular,
5996,2013-003215-21,19/10/2015,16/07/2016,16/07/2016,"['FR', 'HU', 'AT']","{'Austria': 3, 'France': 5, 'Hungary': 11, 'Poland': 32}",03/03/2015,Tabular,
5997,2013-003219-22,17/07/2017,05/07/2019,05/07/2019,['GB'],{'United Kingdom': 49},05/02/2014,Mixed,
5998,2012-003070-39,14/04/2014,25/02/2015,17/07/2016,"['HU', 'DE', 'CZ', 'PL']","{'Ukraine': 74, 'United States': 115, 'Czech Republic': 22, 'Germany': 44, 'Hungary': 39, 'Israel': 22, 'Poland': 34, 'Russian Federation': 15}",14/10/2012,Mixed,
5999,2012-003079-20,24/12/2014,30/03/2016,30/03/2016,['IT'],{'Italy': 267},07/08/2013,Tabular,
6000,2012-001221-27,,07/08/2015,27/06/2020,"['NO', 'IT', 'GB', 'AT']","{'United Kingdom': 19, 'United States': 214, 'Austria': 6, 'Canada': 17, 'France': 14, 'Israel': 33, 'Italy': 5, 'Norway': 6}",26/09/2012,Tabular,
6001,2013-001105-81,08/08/2014,26/03/2020,26/03/2020,"['HU', 'BE', 'BG', 'CZ']","{'Belgium': 21, 'Bulgaria': 100, 'Czech Republic': 255, 'Hungary': 152, 'Serbia': 240}",09/10/2013,Tabular,
6002,2013-005455-32,01/04/2016,08/10/2016,08/10/2016,['Outside EU/EEA'],"{'United States': 13, 'Brazil': 4}",06/04/2014,Tabular,
6003,2013-005464-25,02/09/2015,30/08/2016,30/08/2016,"['HU', 'GB', 'DE', 'IT', 'ES', 'NL', 'PT', 'BE', 'PL', 'FR']","{'Spain': 34, 'United Kingdom': 60, 'Belgium': 40, 'Canada': 67, 'France': 99, 'Germany': 33, 'Hungary': 23, 'Italy': 38, 'Netherlands': 35, 'Poland': 30, 'Portugal': 9}",21/04/2014,Tabular,
6004,2012-003896-20,04/02/2019,23/09/2020,23/09/2020,['GB'],{'United Kingdom': 97},01/03/2013,Tabular,
6005,2012-003942-33,07/03/2014,25/07/2015,18/05/2016,['DK'],"{'United States': 191, 'Denmark': 49}",05/02/2013,Tabular,
6006,2013-000359-42,10/07/2016,20/07/2017,20/07/2017,['GR'],{'Greece': 97},20/11/2013,Tabular,
6007,2013-000364-28,22/04/2016,31/01/2020,31/01/2020,['DE'],{'Germany': 31},11/07/2013,Tabular,
6008,2013-000858-22,23/03/2015,06/04/2016,06/04/2016,['IT'],{'Italy': 4},17/12/2013,Tabular,
6009,2014-001369-28,10/12/2017,01/05/2020,01/05/2020,['GB'],{'United Kingdom': 95},01/02/2015,Tabular,
6010,2014-001174-34,31/07/2015,29/12/2016,29/12/2016,['Outside EU/EEA'],{'India': 1199},10/08/2014,Tabular,
6011,2012-002426-70,14/08/2006,24/06/2015,19/04/2016,['Outside EU/EEA'],{'India': 224},30/12/2005,Tabular,
6012,2015-000922-12,02/06/2017,18/08/2018,18/08/2018,"['BE', 'AT', 'DE', 'IE', 'PL', 'FI', 'ES', 'HR', 'FR', 'IT']","{'Spain': 39, 'Turkey': 22, 'United States': 61, 'Argentina': 10, 'Austria': 30, 'Belgium': 12, 'Croatia': 88, 'Finland': 5, 'France': 95, 'Germany': 7, 'Italy': 109, 'Mexico': 39, 'Poland': 142, 'Puerto Rico': 4, 'Russian Federation': 198}",15/08/2015,Tabular,
6013,2014-004662-26,12/09/2008,16/05/2015,01/04/2016,['Outside EU/EEA'],{'Brazil': 32},18/08/2008,Tabular,
6014,2014-001466-10,08/12/2015,24/11/2018,24/11/2018,['DK'],{'Denmark': 379},01/01/2015,Tabular,
6015,2014-001442-16,13/08/2015,14/08/2016,14/08/2016,"['DE', 'IT', 'PL', 'BG', 'NL']","{'Bulgaria': 37, 'Germany': 22, 'Italy': 2, 'Netherlands': 1, 'Poland': 36}",21/11/2014,Tabular,
6016,2014-002246-41,23/07/2015,24/06/2017,24/06/2017,"['IT', 'ES']","{'Switzerland': 6, 'United Kingdom': 4, 'Italy': 6}",17/11/2014,Tabular,
6017,2014-001947-18,20/02/2017,06/09/2017,06/09/2017,"['DE', 'GB', 'SE', 'ES', 'IT', 'FR']","{'Spain': 6, 'Sweden': 2, 'United States': 65, 'Canada': 5, 'France': 3, 'Germany': 12, 'Hong Kong': 3, 'Italy': 19, 'Japan': 8, 'Korea, Republic of': 3}",24/11/2014,Tabular,
6018,2014-002131-34,13/12/2016,05/11/2017,05/11/2017,"['DE', 'NL', 'ES', 'GB', 'IT']","{'Spain': 6, 'United Kingdom': 5, 'United States': 83, 'Canada': 18, 'France': 7, 'Germany': 26, 'Italy': 4, 'Netherlands': 2}",12/11/2014,Tabular,
6019,2014-003604-75,16/10/2019,02/10/2020,02/10/2020,"['ES', 'DE', 'FR']","{'Spain': 9, 'Taiwan': 6, 'Canada': 14, 'France': 21, 'Germany': 18, 'Singapore': 6}",13/03/2015,Tabular,
6020,2016-001510-20,01/04/2019,08/04/2020,08/04/2020,['DK'],{'Denmark': 46},01/02/2017,Tabular,
6021,2017-000485-29,30/03/2018,08/11/2018,08/11/2018,['GB'],{'United Kingdom': 22},12/06/2017,Tabular,
6022,2020-004192-41,01/04/2020,11/10/2020,11/10/2020,['Outside EU/EEA'],{'Japan': 12},05/06/2015,Tabular,
6023,2014-004922-16,28/12/2010,15/07/2015,16/02/2016,['Outside EU/EEA'],{'Japan': 80},08/04/2010,Tabular,
6024,2016-002843-40,30/05/2018,13/06/2019,13/06/2019,['PL'],"{'Canada': 17, 'Poland': 107, 'Romania': 58, 'Russian Federation': 170, 'United States': 69}",25/01/2017,Tabular,
6025,2012-004137-16,24/02/2012,02/07/2015,16/09/2018,['Outside EU/EEA'],"{'Korea, Republic of': 451}",04/03/2011,Tabular,
6026,2016-004315-13,08/01/2016,16/06/2018,16/06/2018,['Outside EU/EEA'],{'Mexico': 112},11/11/2013,Tabular,
6027,2015-001731-20,16/07/2019,26/07/2020,26/07/2020,"['BE', 'PL']","{'Belgium': 78, 'Poland': 94}",02/05/2016,Tabular,
6028,2015-005040-33,22/08/2016,04/01/2017,04/01/2017,['Outside EU/EEA'],{'China': 85},15/04/2015,Tabular,
6029,2015-002537-22,23/01/2018,04/09/2020,04/09/2020,['AT'],{'Austria': 13},16/01/2017,Tabular,
6030,2005-002352-18,26/02/2008,02/07/2015,06/08/2016,['Outside EU/EEA'],"{'United States': 3037, 'Australia': 604, 'Mexico': 800}",22/02/2006,Tabular,
6031,2016-001127-32,16/02/2018,03/03/2019,03/03/2019,"['ES', 'GB']","{'Spain': 7, 'United Kingdom': 5, 'United States': 57, 'Chile': 34, 'France': 8}",07/11/2016,Tabular,
6032,2016-001591-30,06/06/2019,04/06/2020,04/06/2020,['DK'],{'Denmark': 2},20/02/2019,Tabular,
6033,2018-002355-15,01/08/2018,15/02/2019,15/02/2019,['Outside EU/EEA'],{'Japan': 19},07/05/2015,Tabular,
6034,2014-002598-13,10/10/2016,14/10/2017,14/10/2017,"['ES', 'BE', 'CZ', 'GB', 'NL', 'PL', 'FR', 'SK']","{'United Kingdom': 12, 'United States': 18, 'Belgium': 1, 'Canada': 4, 'Czech Republic': 2, 'Poland': 4}",14/07/2015,Tabular,
6035,2015-005590-20,12/10/2007,18/02/2016,18/02/2016,['Outside EU/EEA'],"{'United States': 194, 'Canada': 350}",21/08/2006,Tabular,
6036,2015-003941-24,07/01/2014,24/04/2016,24/04/2016,['Outside EU/EEA'],{'China': 1439},18/11/2013,Tabular,
6037,2015-003500-23,16/10/2009,19/02/2016,19/02/2016,['Outside EU/EEA'],"{'United States': 1024, 'Canada': 18}",13/04/2007,Tabular,
6038,2015-005307-83,05/11/2019,15/11/2020,15/11/2020,"['LV', 'CZ', 'DE', 'LT', 'HU', 'PL', 'BG']","{'Taiwan': 8, 'United Kingdom': 11, 'United States': 257, 'Argentina': 153, 'Brazil': 112, 'Bulgaria': 65, 'Colombia': 59, 'Czech Republic': 189, 'Estonia': 13, 'Germany': 40, 'Hungary': 51, 'Korea, Republic of': 11, 'Latvia': 4, 'Lithuania': 74, 'Mexico': 215, 'Poland': 308, 'Romania': 1, 'Russian Federation': 77}",06/06/2016,Tabular,
6039,2015-005735-40,28/02/2017,02/01/2020,02/01/2020,['NL'],{'Netherlands': 20},04/04/2016,Mixed,
6040,2020-003468-19,19/01/2018,11/11/2020,11/11/2020,['Outside EU/EEA'],"{'United States': 118, 'Canada': 4}",29/09/2009,Tabular,
6041,2018-001472-38,19/07/2018,08/08/2019,11/06/2020,['Outside EU/EEA'],"{'Thailand': 170, 'Korea, Republic of': 213, 'Mexico': 400, 'Russian Federation': 400}",07/11/2016,Tabular,
6042,2014-003412-37,19/12/2018,04/01/2020,19/07/2020,['GB'],{'United Kingdom': 199},01/10/2015,Tabular,
6043,2016-001831-10,08/08/2017,26/01/2018,26/01/2018,"['SE', 'NL', 'Outside EU/EEA']","{'Sweden': 9, 'United States': 16, 'Canada': 10, 'Netherlands': 13, 'Russian Federation': 10}",01/02/2017,Tabular,
6044,2014-001948-37,24/07/2018,15/02/2020,15/02/2020,['GB'],{'United Kingdom': 5717},01/12/2014,Tabular,
6045,2015-004550-18,07/12/2018,30/08/2019,30/08/2019,"['DE', 'CZ', 'ES', 'FI', 'DK']","{'Spain': 19, 'United States': 1390, 'Canada': 48, 'Czech Republic': 79, 'Finland': 42, 'Israel': 33, 'Japan': 176, 'Poland': 44, 'Russian Federation': 59}",25/03/2016,Tabular,
6046,2014-001786-26,12/08/2016,31/01/2018,31/01/2018,['DK'],{'Denmark': 30},01/09/2014,Mixed,
6047,2014-000272-26,21/11/2018,25/04/2020,25/04/2020,['GB'],{'United Kingdom': 463},03/12/2014,Mixed,
6048,2016-001459-28,30/08/2017,21/03/2019,21/03/2019,['GB'],{'United Kingdom': 2},31/05/2017,Tabular,
6049,2019-001189-14,16/03/2020,09/10/2020,09/10/2020,['FR'],{'France': 24},12/11/2019,Tabular,
6050,2014-002348-42,15/06/2018,25/05/2019,25/05/2019,['GB'],{'United Kingdom': 4153},19/05/2015,Tabular,
6051,2015-001824-43,13/08/2019,17/08/2020,17/08/2020,"['DE', 'FR', 'GB', 'CZ', 'ES', 'SK', 'IT']","{'Spain': 24, 'Taiwan': 13, 'United Kingdom': 3, 'United States': 46, 'Australia': 4, 'Czech Republic': 4, 'France': 1, 'Germany': 5, 'Korea, Republic of': 6}",01/09/2015,Tabular,
6052,2015-000736-15,27/02/2018,01/12/2018,01/12/2018,"['DE', 'ES', 'GB', 'FR', 'GR']","{'Spain': 28, 'United Kingdom': 18, 'Argentina': 49, 'Australia': 6, 'Canada': 47, 'Chile': 2, 'France': 2, 'Germany': 14, 'Greece': 14, 'Israel': 8}",07/08/2015,Tabular,
6053,2014-004493-42,12/03/2010,22/07/2015,20/04/2016,['Outside EU/EEA'],{'United States': 84},10/06/2008,Tabular,
6054,2014-004494-16,08/01/2013,07/06/2015,13/05/2016,['Outside EU/EEA'],{'United States': 72},02/12/2008,Tabular,
6055,2014-003248-12,02/12/2011,06/07/2016,06/07/2016,['Outside EU/EEA'],{'United States': 15},09/09/2011,Tabular,
6056,2014-004382-25,04/06/2013,13/05/2015,30/06/2016,['Outside EU/EEA'],{'Japan': 13},09/02/2011,Tabular,
6057,2014-003409-13,22/07/2014,18/02/2015,13/07/2016,['Outside EU/EEA'],{'Japan': 22},12/10/2011,Tabular,
6058,2017-004248-39,22/09/2020,05/12/2020,05/12/2020,['BE'],{'Belgium': 30},01/02/2018,Mixed,
6059,2014-001353-16,28/03/2019,27/12/2019,27/12/2019,"['GB', 'DE', 'NL', 'BE', 'ES', 'CZ', 'HU', 'IT']","{'Switzerland': 5, 'Turkey': 3, 'United Kingdom': 8, 'United States': 20, 'Australia': 8, 'Belgium': 10, 'Canada': 8, 'Czech Republic': 4, 'France': 10, 'Germany': 4, 'Hungary': 7, 'Italy': 11, 'Japan': 20, 'Netherlands': 3}",15/01/2015,Tabular,
6060,2014-003622-41,06/08/2014,07/02/2015,04/07/2016,['Outside EU/EEA'],"{'China': 405, 'Japan': 142}",28/09/2012,Tabular,
6061,2014-004633-96,23/08/2018,18/12/2019,18/12/2019,"['GB', 'DE', 'HU', 'PL', 'RO', 'IT']","{'Taiwan': 9, 'Ukraine': 36, 'United Kingdom': 10, 'United States': 186, 'Argentina': 6, 'Australia': 5, 'Brazil': 14, 'Chile': 7, 'Colombia': 10, 'Germany': 9, 'Hungary': 18, 'Israel': 12, 'Italy': 4, 'Korea, Republic of': 9, 'New Zealand': 1, 'Peru': 25, 'Poland': 69, 'Romania': 27}",09/06/2015,Tabular,
6062,2015-002917-30,16/12/2019,05/09/2020,05/09/2020,['AT'],{'Austria': 8},01/10/2015,Tabular,
6063,2015-003391-74,05/07/2017,20/12/2017,20/12/2017,['DE'],{'Germany': 302},23/08/2016,Tabular,
6064,2014-002121-35,16/06/2016,26/05/2017,26/05/2017,"['IT', 'DE', 'AT']","{'Austria': 24, 'France': 36, 'Germany': 5, 'Italy': 49}",14/10/2014,Tabular,
6065,2013-003899-12,28/01/2015,15/07/2016,15/07/2016,['PL'],"{'United States': 85, 'Australia': 24, 'Poland': 12}",20/06/2014,Tabular,
6066,2014-004376-39,16/03/2010,12/07/2015,28/06/2016,['Outside EU/EEA'],{'United States': 25},01/09/2009,Tabular,
6067,2015-000398-11,15/01/2015,31/07/2015,22/04/2016,['Outside EU/EEA'],{'United States': 107},13/12/2012,Tabular,
6068,2014-004661-25,07/01/2008,16/05/2015,01/04/2016,['Outside EU/EEA'],{'Brazil': 31},10/12/2007,Tabular,
6069,2016-002135-15,06/02/2019,22/02/2020,22/02/2020,['DE'],{'Germany': 119},13/12/2016,Tabular,
6070,2018-002042-36,21/06/2019,06/01/2021,06/01/2021,['GB'],"{'Canada': 3, 'Hong Kong': 5, 'New Zealand': 1, 'United Kingdom': 2, 'United States': 14}",19/06/2018,Tabular,
6071,2015-005152-10,08/06/2017,01/02/2018,01/02/2018,['DK'],{'Denmark': 26},19/08/2016,Tabular,
6072,2015-005626-19,23/05/2018,13/06/2019,13/06/2019,"['CZ', 'ES']","{'Spain': 11, 'United States': 201, 'Canada': 8, 'Czech Republic': 8, 'Poland': 84}",01/01/2015,Tabular,
6073,2015-002134-49,17/04/2018,19/06/2019,19/06/2019,"['FI', 'ES', 'BE', 'DE', 'AT', 'PL', 'IT', 'FR']","{'Spain': 99, 'Switzerland': 4, 'United Kingdom': 81, 'United States': 572, 'Argentina': 35, 'Australia': 33, 'Austria': 6, 'Belgium': 8, 'Brazil': 13, 'Canada': 106, 'Finland': 12, 'France': 44, 'Germany': 25, 'Hungary': 14, 'Ireland': 10, 'Italy': 98, 'Japan': 176, 'Korea, Republic of': 64, 'Netherlands': 15, 'New Zealand': 13, 'Norway': 18, 'Poland': 8}",05/11/2013,Tabular,
6074,2015-005137-42,03/01/2018,20/12/2018,20/12/2018,"['ES', 'BE', 'FR', 'IT']","{'Spain': 8, 'Belgium': 9, 'France': 6, 'Italy': 12}",16/06/2016,Tabular,
6075,2016-001530-10,22/07/2019,02/08/2020,02/08/2020,['GB'],{'United Kingdom': 496},05/05/2017,Tabular,
6076,2014-004869-24,06/07/2018,15/07/2019,15/07/2019,"['LV', 'GR', 'GB', 'PT', 'HU', 'CZ', 'BG', 'PL', 'ES', 'FR']","{'Bulgaria': 45, 'Argentina': 10, 'Canada': 25, 'Chile': 53, 'Czech Republic': 32, 'France': 1, 'Greece': 18, 'Hungary': 31, 'Latvia': 12, 'Mexico': 73, 'Poland': 61, 'Portugal': 16, 'Russian Federation': 77, 'South Africa': 32, 'Spain': 9, 'United Kingdom': 9, 'United States': 347}",03/03/2015,Tabular,
6077,2016-001532-35,11/10/2017,07/03/2020,07/03/2020,"['HU', 'BG']","{'Bulgaria': 25, 'Hungary': 19, 'Poland': 14}",27/10/2016,Tabular,
6078,2016-002214-47,21/07/2017,10/10/2018,10/10/2018,['GB'],{'United Kingdom': 105},03/11/2016,Tabular,
6079,2015-001747-37,09/03/2016,02/12/2017,02/12/2017,"['HU', 'LT', 'GR']","{'Romania': 91, 'Bulgaria': 38, 'Greece': 14, 'Hungary': 98, 'Lithuania': 4, 'Russian Federation': 134, 'Georgia': 42, 'Bosnia and Herzegovina': 5, 'Belarus': 15}",30/09/2015,Tabular,
6080,2016-002190-35,28/10/2019,11/09/2020,11/09/2020,"['ES', 'DE', 'FR', 'GB']","{'Spain': 11, 'United Kingdom': 5, 'United States': 19, 'Canada': 5, 'France': 5, 'Germany': 2}",13/03/2017,Tabular,
6081,2015-000290-12,29/01/2016,31/10/2020,31/10/2020,['ES'],{'Spain': 24},07/04/2015,Mixed,
6082,2014-005450-19,02/05/2016,20/01/2017,20/01/2017,['PL'],{'Poland': 21},01/09/2015,Tabular,
6083,2014-005514-31,23/12/2016,07/01/2018,07/01/2018,"['DE', 'NL']","{'United States': 448, 'Canada': 10, 'Germany': 15, 'Netherlands': 1}",01/04/2015,Tabular,
6084,2016-002172-27,04/09/2017,16/06/2019,16/06/2019,['IT'],{'Italy': 180},12/01/2017,Tabular,
6085,2015-001222-42,06/08/2007,31/07/2015,15/07/2016,['Outside EU/EEA'],{'United States': 261},28/06/2004,Tabular,
6086,2015-000871-28,13/03/2019,30/10/2019,30/10/2019,"['SE', 'BE', 'DE', 'DK', 'IE', 'ES', 'IT']","{'Spain': 71, 'Sweden': 7, 'United Kingdom': 112, 'United States': 199, 'Belgium': 10, 'Canada': 17, 'Denmark': 7, 'France': 36, 'Germany': 39, 'Ireland': 18, 'Italy': 43, 'Puerto Rico': 8}",29/06/2015,Tabular,
6087,2015-004443-40,02/06/2010,26/10/2018,26/10/2018,['Outside EU/EEA'],{'United States': 53},25/03/2009,Tabular,
6088,2015-001040-11,30/11/2013,18/07/2015,26/02/2016,['Outside EU/EEA'],{'China': 171},13/09/2012,Tabular,
6089,2015-004407-23,23/01/2019,21/08/2019,07/02/2020,"['GB', 'DE', 'NL']","{'United Kingdom': 35, 'France': 7, 'Germany': 1, 'Israel': 7, 'Netherlands': 2}",08/03/2016,Tabular,
6090,2014-001323-76,25/02/2019,20/06/2019,20/06/2019,['SE'],{'Sweden': 20},01/02/2015,Tabular,
6091,2016-000587-42,12/03/2018,28/03/2019,28/03/2019,"['CZ', 'SK', 'ES', 'BG', 'DE', 'GB', 'HR', 'IT']","{'Slovakia': 42, 'Spain': 65, 'Taiwan': 16, 'United Kingdom': 164, 'United States': 281, 'Argentina': 103, 'Australia': 31, 'Bulgaria': 7, 'Canada': 37, 'Chile': 48, 'Croatia': 30, 'Czech Republic': 53, 'France': 13, 'Germany': 55, 'Italy': 61, 'Korea, Republic of': 9, 'Poland': 47, 'Serbia': 21, 'Singapore': 16}",26/04/2016,Tabular,
6092,2012-003763-22,17/06/2015,28/06/2016,04/09/2016,"['HU', 'DE', 'CZ', 'SK']","{'Spain': 14, 'Czech Republic': 13, 'France': 7, 'Hungary': 10, 'Israel': 8}",10/10/2014,Tabular,
6093,2013-004200-19,26/10/2017,11/11/2018,11/11/2018,['GB'],{'United Kingdom': 9},12/08/2014,Tabular,
6094,2014-001114-26,08/08/2018,11/08/2019,11/08/2019,"['DE', 'IE', 'GB', 'SE', 'ES', 'HU', 'IT', 'NL', 'AT', 'GR', 'FR']","{'Spain': 13, 'Sweden': 11, 'United Kingdom': 12, 'United States': 17, 'Australia': 4, 'Austria': 1, 'Canada': 15, 'France': 3, 'Germany': 28, 'Greece': 9, 'Hungary': 4, 'Ireland': 4, 'Italy': 17, 'Netherlands': 11}",05/01/2015,Tabular,
6095,2014-004610-29,06/10/2016,22/12/2018,22/12/2018,['SE'],{'Sweden': 154},07/04/2015,Mixed,
6096,2014-004613-93,26/09/2008,05/07/2015,07/09/2016,['Outside EU/EEA'],{'China': 39},08/11/2006,Tabular,
6097,2014-005634-59,06/12/2017,05/12/2020,05/12/2020,['DK'],{'Denmark': 15},01/04/2015,Tabular,
6098,2017-000672-28,12/02/2013,08/06/2017,08/06/2017,['Outside EU/EEA'],{'United States': 13},10/10/2010,Tabular,
6099,2013-004770-10,04/08/2017,07/02/2020,07/02/2020,"['BE', 'IT', 'AT']","{'Australia': 21, 'Austria': 1, 'Belgium': 9, 'France': 20, 'Italy': 7}",02/02/2015,Mixed,
6100,2013-004422-29,21/11/2016,01/06/2017,15/07/2017,"['IT', 'GB', 'ES', 'SE', 'DE', 'BE']","{'United States': 55, 'Spain': 11, 'Germany': 10, 'Italy': 9, 'France': 8, 'Canada': 6, 'Australia': 5, 'United Kingdom': 5, 'Turkey': 5, 'Japan': 3, 'Sweden': 3, 'Belgium': 1, 'Korea, Republic of': 1}",19/08/2014,Tabular,
6101,2020-003373-21,11/02/2020,26/08/2020,26/08/2020,['Outside EU/EEA'],{'United States': 460},16/04/2018,Tabular,
6102,2014-003799-22,16/05/2017,29/04/2018,29/04/2018,"['HU', 'GB', 'CZ', 'DE', 'ES', 'BE', 'AT']","{'Spain': 36, 'United Kingdom': 9, 'United States': 27, 'Austria': 12, 'Belgium': 5, 'Czech Republic': 38, 'France': 20, 'Germany': 28, 'Hungary': 5, 'Israel': 21, 'Poland': 93, 'Romania': 89, 'Serbia': 15}",08/04/2015,Tabular,
6103,2012-004360-22,15/10/2018,09/03/2019,25/09/2019,"['GB', 'DE', 'PT', 'ES', 'SK', 'BE', 'IT', 'SI', 'HU', 'BG', 'HR', 'FR']","{'Portugal': 7, 'Spain': 2, 'United Kingdom': 8, 'Belgium': 1, 'Bulgaria': 17, 'France': 14, 'Germany': 9, 'Hungary': 1, 'Italy': 3, 'Chile': 7}",29/04/2015,Tabular,
6104,2014-002336-14,14/08/2017,26/09/2018,26/09/2018,['GB'],{'United Kingdom': 9},01/10/2014,Mixed,
6105,2014-004532-18,15/01/2011,13/06/2015,20/04/2016,['Outside EU/EEA'],{'Japan': 41},17/03/2008,Tabular,
6106,2016-000920-25,30/03/2017,07/11/2018,07/11/2018,['GB'],{'United Kingdom': 20},28/06/2016,Tabular,
6107,2013-004429-97,17/02/2017,30/12/2017,18/05/2019,"['GB', 'NL', 'IT']","{'United Kingdom': 3, 'United States': 109, 'Australia': 2, 'France': 8, 'Germany': 4, 'Israel': 14, 'Italy': 25, 'Netherlands': 7}",05/02/2015,Tabular,
6108,2014-002381-73,26/01/2018,20/11/2019,20/11/2019,['GB'],{'United Kingdom': 50},01/12/2014,Tabular,
6109,2014-001755-23,23/02/2017,05/04/2019,05/04/2019,"['HU', 'CZ']","{'Czech Republic': 104, 'Germany': 95, 'Hungary': 91, 'United States': 163}",23/02/2015,Mixed,
6110,2014-002393-37,18/01/2019,01/02/2020,01/02/2020,['GB'],{'United Kingdom': 23},02/02/2015,Tabular,
6111,2014-004659-30,23/02/2007,14/06/2015,27/04/2016,['Outside EU/EEA'],"{'United States': 5, 'Serbia': 24}",10/07/2006,Tabular,
6112,2014-005574-11,21/12/2015,26/12/2018,26/12/2018,['DE'],{'Germany': 126},01/06/2015,Tabular,
6113,2015-000856-16,03/07/2015,11/08/2017,11/08/2017,['ES'],{'Spain': 5},22/06/2015,Tabular,
6114,2008-004767-19,13/03/2009,18/07/2015,29/06/2016,['Outside EU/EEA'],{'Japan': 193},18/09/2007,Tabular,
6115,2014-001111-39,19/07/2017,21/09/2019,21/09/2019,['NL'],{'Netherlands': 12},01/08/2014,Mixed,
6116,2014-000988-41,10/10/2019,25/10/2020,25/10/2020,['GB'],{'United Kingdom': 132},11/11/2015,Tabular,
6117,2013-005558-31,28/07/2017,14/10/2020,14/10/2020,"['GB', 'ES', 'IT', 'FR', 'DE']","{'Spain': 2, 'Tunisia': 6, 'Turkey': 1, 'United Kingdom': 1, 'France': 2, 'Italy': 4, 'Poland': 3}",09/11/2015,Tabular,
6118,2015-004789-27,13/01/2017,19/01/2018,19/01/2018,['DK'],"{'Denmark': 10, 'Belgium': 9}",14/03/2016,Mixed,
6119,2014-002194-10,09/07/2015,12/12/2018,12/12/2018,['DE'],{'Germany': 54},01/10/2014,Tabular,
6120,2014-004867-19,28/04/2016,26/10/2017,26/10/2017,['AT'],{'Austria': 60},01/03/2015,Mixed,
6121,2017-003820-58,19/03/2019,27/03/2020,27/03/2020,"['FI', 'SE']","{'Sweden': 15, 'Finland': 38}",28/02/2018,Tabular,
6122,2017-003544-20,06/01/2020,15/10/2020,15/10/2020,"['GB', 'FR', 'NL']","{'United Kingdom': 38, 'France': 10, 'Netherlands': 3, 'Russian Federation': 64}",18/04/2018,Tabular,
6123,2014-002083-33,26/05/2017,20/12/2019,20/12/2019,['GB'],{'United Kingdom': 72},04/08/2014,Mixed,
6124,2013-003176-12,16/01/2018,29/06/2019,29/06/2019,['IT'],{'Italy': 43},14/01/2015,Tabular,
6125,2014-003239-21,15/05/2017,09/04/2020,09/04/2020,"['AT', 'NO', 'DE', 'SE']","{'Norway': 4, 'Sweden': 5, 'Austria': 9, 'Germany': 30, 'Canada': 5, 'Jordan': 2}",24/02/2015,Tabular,
6126,2014-005309-18,23/04/2012,02/04/2015,03/06/2016,['Outside EU/EEA'],{'India': 175},28/11/2011,Tabular,
6127,2014-005203-24,29/07/2012,21/03/2015,03/06/2016,['Outside EU/EEA'],"{'Korea, Republic of': 764}",16/06/2011,Tabular,
6128,2014-003306-33,03/11/2018,26/01/2020,26/01/2020,['NL'],{'Netherlands': 16},22/03/2018,Tabular,
6129,2013-003610-41,28/10/2015,27/08/2016,27/08/2016,"['CZ', 'SK', 'BE', 'DE', 'DK', 'SE', 'ES', 'PT', 'PL']","{'South Africa': 2, 'Australia': 1, 'Canada': 3, 'Czech Republic': 2, 'Korea, Republic of': 6}",24/04/2015,Tabular,
6130,2014-004952-80,08/11/2013,31/07/2015,03/06/2016,['Outside EU/EEA'],"{'Tanzania, United Republic of': 839, 'Uganda': 350, 'Benin': 62, 'Kenya': 1029, 'Malawi': 611}",06/10/2010,Tabular,
6131,2015-002417-29,12/08/2019,19/08/2020,19/08/2020,['LV'],"{'Latvia': 30, 'Canada': 102, 'Colombia': 30, 'India': 207, 'Lebanon': 20, 'Russian Federation': 85, 'Serbia': 60, 'Turkey': 33, 'United States': 1424}",28/03/2016,Tabular,
6132,2015-003984-12,04/02/2019,19/02/2020,19/02/2020,"['DE', 'CZ', 'ES', 'BE', 'PL', 'LT', 'BG', 'IT']","{'Bulgaria': 1, 'Czech Republic': 2, 'Georgia': 6, 'Germany': 5, 'Italy': 4, 'Moldova, Republic of': 8, 'Poland': 27, 'Romania': 5, 'Spain': 5, 'United Kingdom': 3}",02/03/2016,Tabular,
6133,2016-003003-54,28/01/2013,26/04/2017,26/04/2017,['Outside EU/EEA'],{'United States': 9},09/01/2011,Tabular,
6134,2014-002855-25,14/09/2016,14/10/2017,14/10/2017,['NL'],{'Netherlands': 16},04/05/2015,Tabular,
6135,2015-000066-62,18/09/2017,22/09/2018,22/09/2018,"['DE', 'EE', 'LV', 'RO', 'LT', 'GR', 'IT', 'Outside EU/EEA']","{'Turkey': 8, 'Ukraine': 19, 'United States': 2, 'Brazil': 5, 'Colombia': 1, 'Estonia': 2, 'Germany': 8, 'Lithuania': 2, 'Mexico': 1, 'Peru': 1, 'Romania': 1}",21/08/2015,Tabular,
